[START] MenuResources
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":0,"phase":"before","privateBytes":2203648,"workingSetBytes":11710464,"handles":146,"gdi":0,"user":4}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":7,"phase":"open","privateBytes":73687040,"workingSetBytes":59129856,"handles":656,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":7,"phase":"closed","privateBytes":73502720,"workingSetBytes":58961920,"handles":651,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":8,"phase":"before","privateBytes":73502720,"workingSetBytes":58961920,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":8,"phase":"open","privateBytes":73687040,"workingSetBytes":59142144,"handles":656,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":8,"phase":"closed","privateBytes":73502720,"workingSetBytes":58974208,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":9,"phase":"before","privateBytes":73502720,"workingSetBytes":58974208,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":9,"phase":"open","privateBytes":73691136,"workingSetBytes":59150336,"handles":656,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":9,"phase":"closed","privateBytes":73506816,"workingSetBytes":58982400,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":10,"phase":"before","privateBytes":73506816,"workingSetBytes":58982400,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":10,"phase":"open","privateBytes":73691136,"workingSetBytes":59158528,"handles":656,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":10,"phase":"closed","privateBytes":73506816,"workingSetBytes":58990592,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":11,"phase":"before","privateBytes":73506816,"workingSetBytes":58990592,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":11,"phase":"open","privateBytes":73703424,"workingSetBytes":59170816,"handles":656,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":11,"phase":"closed","privateBytes":73519104,"workingSetBytes":59002880,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":12,"phase":"before","privateBytes":73519104,"workingSetBytes":59002880,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":12,"phase":"open","privateBytes":73703424,"workingSetBytes":59174912,"handles":656,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":12,"phase":"closed","privateBytes":73502720,"workingSetBytes":58990592,"handles":651,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":13,"phase":"before","privateBytes":73502720,"workingSetBytes":58990592,"handles":651,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":13,"phase":"open","privateBytes":74297344,"workingSetBytes":59285504,"handles":656,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":13,"phase":"closed","privateBytes":74096640,"workingSetBytes":59117568,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":14,"phase":"before","privateBytes":74096640,"workingSetBytes":59117568,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":14,"phase":"open","privateBytes":74297344,"workingSetBytes":59326464,"handles":656,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":14,"phase":"closed","privateBytes":74104832,"workingSetBytes":59158528,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":15,"phase":"before","privateBytes":74104832,"workingSetBytes":59158528,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":15,"phase":"open","privateBytes":74297344,"workingSetBytes":59359232,"handles":656,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":15,"phase":"closed","privateBytes":74113024,"workingSetBytes":59187200,"handles":651,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":16,"phase":"before","privateBytes":74113024,"workingSetBytes":59187200,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":16,"phase":"open","privateBytes":74305536,"workingSetBytes":59518976,"handles":656,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":16,"phase":"closed","privateBytes":74113024,"workingSetBytes":59351040,"handles":650,"gdi":4,"user":8}
    [TRACE] attached host dtor: begin
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":17,"phase":"before","privateBytes":74113024,"workingSetBytes":59351040,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":17,"phase":"open","privateBytes":74313728,"workingSetBytes":59531264,"handles":656,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":17,"phase":"closed","privateBytes":74121216,"workingSetBytes":59363328,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":18,"phase":"before","privateBytes":74121216,"workingSetBytes":59363328,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":18,"phase":"open","privateBytes":74313728,"workingSetBytes":59531264,"handles":656,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":18,"phase":"closed","privateBytes":74121216,"workingSetBytes":59363328,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":19,"phase":"before","privateBytes":74121216,"workingSetBytes":59363328,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":19,"phase":"open","privateBytes":74313728,"workingSetBytes":59555840,"handles":656,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":19,"phase":"closed","privateBytes":74121216,"workingSetBytes":59387904,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":20,"phase":"before","privateBytes":74121216,"workingSetBytes":59387904,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":20,"phase":"open","privateBytes":74313728,"workingSetBytes":59555840,"handles":656,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":20,"phase":"closed","privateBytes":74121216,"workingSetBytes":59387904,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":21,"phase":"before","privateBytes":74121216,"workingSetBytes":59387904,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":21,"phase":"open","privateBytes":74321920,"workingSetBytes":59600896,"handles":656,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":21,"phase":"closed","privateBytes":74129408,"workingSetBytes":59432960,"handles":651,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":22,"phase":"before","privateBytes":74129408,"workingSetBytes":59432960,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":22,"phase":"open","privateBytes":74321920,"workingSetBytes":59641856,"handles":656,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":22,"phase":"closed","privateBytes":74113024,"workingSetBytes":59457536,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":23,"phase":"before","privateBytes":74113024,"workingSetBytes":59457536,"handles":650,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":23,"phase":"open","privateBytes":74321920,"workingSetBytes":59699200,"handles":656,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":23,"phase":"closed","privateBytes":74125312,"workingSetBytes":59523072,"handles":651,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","supported":false}
    [TRACE] attached host dtor: host detached
    [TRACE] attached host dtor: hwnd reset
[DONE] MenuResources
All DxUi tests passed.
