[START] MenuResources
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":0,"phase":"before","privateBytes":2174976,"workingSetBytes":10797056,"handles":140,"gdi":0,"user":4}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":13,"phase":"open","privateBytes":73904128,"workingSetBytes":58597376,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":13,"phase":"closed","privateBytes":73711616,"workingSetBytes":58429440,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":14,"phase":"before","privateBytes":73711616,"workingSetBytes":58429440,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":14,"phase":"open","privateBytes":73904128,"workingSetBytes":58597376,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":14,"phase":"closed","privateBytes":73715712,"workingSetBytes":58433536,"handles":645,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":15,"phase":"before","privateBytes":73715712,"workingSetBytes":58433536,"handles":645,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":15,"phase":"open","privateBytes":73920512,"workingSetBytes":58650624,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":15,"phase":"closed","privateBytes":73732096,"workingSetBytes":58486784,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":16,"phase":"before","privateBytes":73732096,"workingSetBytes":58486784,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":16,"phase":"open","privateBytes":73920512,"workingSetBytes":58679296,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":16,"phase":"closed","privateBytes":73732096,"workingSetBytes":58515456,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":17,"phase":"before","privateBytes":73732096,"workingSetBytes":58515456,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":17,"phase":"open","privateBytes":74194944,"workingSetBytes":59072512,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":17,"phase":"closed","privateBytes":73994240,"workingSetBytes":58896384,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":18,"phase":"before","privateBytes":73994240,"workingSetBytes":58896384,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":18,"phase":"open","privateBytes":74203136,"workingSetBytes":59080704,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":18,"phase":"closed","privateBytes":74002432,"workingSetBytes":58904576,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":19,"phase":"before","privateBytes":74002432,"workingSetBytes":58904576,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":19,"phase":"open","privateBytes":74203136,"workingSetBytes":59076608,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":19,"phase":"closed","privateBytes":74002432,"workingSetBytes":58904576,"handles":645,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":20,"phase":"before","privateBytes":74002432,"workingSetBytes":58904576,"handles":645,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":20,"phase":"open","privateBytes":74207232,"workingSetBytes":59080704,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":20,"phase":"closed","privateBytes":74010624,"workingSetBytes":58912768,"handles":645,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":21,"phase":"before","privateBytes":74010624,"workingSetBytes":58912768,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":21,"phase":"open","privateBytes":74207232,"workingSetBytes":59088896,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":21,"phase":"closed","privateBytes":74010624,"workingSetBytes":58920960,"handles":646,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":22,"phase":"before","privateBytes":74010624,"workingSetBytes":58920960,"handles":646,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":22,"phase":"open","privateBytes":74207232,"workingSetBytes":59092992,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":22,"phase":"closed","privateBytes":74014720,"workingSetBytes":58925056,"handles":645,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":23,"phase":"before","privateBytes":74014720,"workingSetBytes":58925056,"handles":645,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":23,"phase":"open","privateBytes":74211328,"workingSetBytes":59097088,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"plain","cycle":23,"phase":"closed","privateBytes":74018816,"workingSetBytes":58929152,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":0,"phase":"before","privateBytes":74018816,"workingSetBytes":58945536,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":0,"phase":"open","privateBytes":76140544,"workingSetBytes":60829696,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":0,"phase":"closed","privateBytes":75071488,"workingSetBytes":59699200,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":1,"phase":"before","privateBytes":75071488,"workingSetBytes":59699200,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":1,"phase":"open","privateBytes":76144640,"workingSetBytes":60755968,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":1,"phase":"closed","privateBytes":74891264,"workingSetBytes":59645952,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":2,"phase":"before","privateBytes":74891264,"workingSetBytes":59645952,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":2,"phase":"open","privateBytes":76746752,"workingSetBytes":60801024,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":2,"phase":"closed","privateBytes":75169792,"workingSetBytes":59727872,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":3,"phase":"before","privateBytes":75169792,"workingSetBytes":59727872,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":3,"phase":"open","privateBytes":76812288,"workingSetBytes":61136896,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":3,"phase":"closed","privateBytes":75243520,"workingSetBytes":59777024,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":4,"phase":"before","privateBytes":75243520,"workingSetBytes":59777024,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":4,"phase":"open","privateBytes":76832768,"workingSetBytes":61153280,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":4,"phase":"closed","privateBytes":74989568,"workingSetBytes":59772928,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":5,"phase":"before","privateBytes":74989568,"workingSetBytes":59772928,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":5,"phase":"open","privateBytes":76840960,"workingSetBytes":61140992,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":5,"phase":"closed","privateBytes":74780672,"workingSetBytes":59678720,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":6,"phase":"before","privateBytes":74780672,"workingSetBytes":59678720,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":6,"phase":"open","privateBytes":76840960,"workingSetBytes":61108224,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":6,"phase":"closed","privateBytes":75358208,"workingSetBytes":59736064,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":7,"phase":"before","privateBytes":75358208,"workingSetBytes":59736064,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":7,"phase":"open","privateBytes":76840960,"workingSetBytes":61132800,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":7,"phase":"closed","privateBytes":74838016,"workingSetBytes":59768832,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":8,"phase":"before","privateBytes":74838016,"workingSetBytes":59768832,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":8,"phase":"open","privateBytes":76816384,"workingSetBytes":61153280,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":8,"phase":"closed","privateBytes":75108352,"workingSetBytes":59904000,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":9,"phase":"before","privateBytes":75108352,"workingSetBytes":59904000,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":9,"phase":"open","privateBytes":76816384,"workingSetBytes":61407232,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":9,"phase":"closed","privateBytes":74883072,"workingSetBytes":59817984,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":10,"phase":"before","privateBytes":74883072,"workingSetBytes":59817984,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":10,"phase":"open","privateBytes":76840960,"workingSetBytes":61435904,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":10,"phase":"closed","privateBytes":76083200,"workingSetBytes":59867136,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":11,"phase":"before","privateBytes":76083200,"workingSetBytes":59867136,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":11,"phase":"open","privateBytes":76840960,"workingSetBytes":61394944,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":11,"phase":"closed","privateBytes":75575296,"workingSetBytes":60092416,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":12,"phase":"before","privateBytes":75575296,"workingSetBytes":60092416,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":12,"phase":"open","privateBytes":76840960,"workingSetBytes":61382656,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":12,"phase":"closed","privateBytes":75919360,"workingSetBytes":60080128,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":13,"phase":"before","privateBytes":75919360,"workingSetBytes":60080128,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":13,"phase":"open","privateBytes":77193216,"workingSetBytes":61386752,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":13,"phase":"closed","privateBytes":76120064,"workingSetBytes":60125184,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":14,"phase":"before","privateBytes":76120064,"workingSetBytes":60125184,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":14,"phase":"open","privateBytes":77438976,"workingSetBytes":61378560,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":14,"phase":"closed","privateBytes":75079680,"workingSetBytes":60018688,"handles":645,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":15,"phase":"before","privateBytes":75079680,"workingSetBytes":60018688,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":15,"phase":"open","privateBytes":76972032,"workingSetBytes":61415424,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":15,"phase":"closed","privateBytes":75710464,"workingSetBytes":60219392,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":16,"phase":"before","privateBytes":75710464,"workingSetBytes":60219392,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":16,"phase":"open","privateBytes":77246464,"workingSetBytes":61628416,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":16,"phase":"closed","privateBytes":76181504,"workingSetBytes":60219392,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":17,"phase":"before","privateBytes":76181504,"workingSetBytes":60219392,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":17,"phase":"open","privateBytes":77250560,"workingSetBytes":61448192,"handles":650,"gdi":4,"user":9}
    [TRACE] attached host dtor: begin
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":17,"phase":"closed","privateBytes":75681792,"workingSetBytes":60284928,"handles":645,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":18,"phase":"before","privateBytes":75681792,"workingSetBytes":60284928,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":18,"phase":"open","privateBytes":77635584,"workingSetBytes":61870080,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":18,"phase":"closed","privateBytes":75268096,"workingSetBytes":60182528,"handles":645,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":19,"phase":"before","privateBytes":75268096,"workingSetBytes":60182528,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":19,"phase":"open","privateBytes":77373440,"workingSetBytes":61702144,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":19,"phase":"closed","privateBytes":75436032,"workingSetBytes":60313600,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":20,"phase":"before","privateBytes":75436032,"workingSetBytes":60313600,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":20,"phase":"open","privateBytes":77615104,"workingSetBytes":61992960,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":20,"phase":"closed","privateBytes":75997184,"workingSetBytes":60481536,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":21,"phase":"before","privateBytes":75997184,"workingSetBytes":60481536,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":21,"phase":"open","privateBytes":77615104,"workingSetBytes":61947904,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":21,"phase":"closed","privateBytes":75395072,"workingSetBytes":60338176,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":22,"phase":"before","privateBytes":75395072,"workingSetBytes":60338176,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":22,"phase":"open","privateBytes":77635584,"workingSetBytes":62050304,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":22,"phase":"closed","privateBytes":75534336,"workingSetBytes":60411904,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":23,"phase":"before","privateBytes":75534336,"workingSetBytes":60411904,"handles":644,"gdi":4,"user":8}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":23,"phase":"open","privateBytes":78516224,"workingSetBytes":62304256,"handles":650,"gdi":4,"user":9}
{"fixture":"dxui-menu-resources-v1","mode":"described","cycle":23,"phase":"closed","privateBytes":76398592,"workingSetBytes":60678144,"handles":645,"gdi":4,"user":8}
    [TRACE] attached host dtor: host detached
    [TRACE] attached host dtor: hwnd reset
[DONE] MenuResources
All DxUi tests passed.
